中央频道,#genre#
CCTV兵器科技,http://60.2.190.206:4000/udp/239.253.93.47:6435,0.84
CCTV兵器科技,http://60.10.106.114:555/udp/239.253.93.47:6435,0.7
CCTV兵器科技HD,http://118.251.60.185:8888/udp/239.76.254.59:9000,0.73
CCTV央视文化,http://118.251.60.185:8888/udp/239.76.254.56:9000,0.73
CCTV怀旧剧场,http://60.2.190.206:4000/udp/239.253.93.252:6430,0.84
CCTV怀旧剧场,http://60.10.106.114:555/udp/239.253.93.252:6430,0.7
CCTV怀旧剧场HD,http://118.251.60.185:8888/udp/239.76.254.53:9000,0.73
CCTV第一剧场,http://60.2.190.206:4000/udp/239.253.93.138:6428,0.84
CCTV第一剧场,http://60.10.106.114:555/udp/239.253.93.138:6428,0.7
CCTV第一剧场HD,http://118.251.60.185:8888/udp/239.76.254.49:9000,0.73
CCTV风云剧场,http://60.2.190.206:4000/udp/239.253.93.251:6429,0.84
CCTV风云剧场,http://60.10.106.114:555/udp/239.253.93.251:6429,0.7
CCTV风云剧场HD,http://118.251.60.185:8888/udp/239.76.254.50:9000,0.73

卫星频道,#genre#
三沙卫视,http://114.249.215.204:9888/udp/239.3.1.155:4120,1.01
三沙卫视,http://114.249.230.215:9888/udp/239.3.1.155:4120,1.01
三沙卫视,http://114.252.239.133:9876/udp/239.3.1.155:4120,0.99
三沙卫视,http://123.117.237.15:8680/udp/239.3.1.155:4120,0.93
三沙卫视,http://111.196.129.152:20000/udp/239.3.1.155:4120,0.93
三沙卫视,http://114.252.238.87:8000/udp/239.3.1.155:4120,0.75
三沙卫视,http://222.129.139.91:8888/udp/239.3.1.155:4120,0.68
三沙卫视,http://221.222.162.206:8888/udp/239.3.1.155:4120,0.64
三沙卫视,http://114.249.229.24:8888/udp/239.3.1.155:4120,0.62
三沙卫视,http://114.252.235.176:8000/udp/239.3.1.155:4120,0.6
三沙卫视,http://1.203.111.193:17777/udp/225.1.8.78:4120,0.6
三沙卫视,http://115.171.216.225:4000/udp/225.1.8.78:4120,0.59
三沙卫视,http://123.113.187.204:8000/udp/239.3.1.155:4120,0.54
三沙卫视,http://123.113.237.160:8888/udp/239.3.1.155:4120,0.5
三沙卫视,http://111.199.234.10:18888/udp/239.3.1.155:4120,0.5
东南卫视,http://114.249.215.204:9888/udp/239.3.1.156:8148,1.01
东南卫视,http://114.249.230.215:9888/udp/239.3.1.156:8148,1.01
东南卫视,http://114.252.239.133:9876/udp/239.3.1.156:8148,0.99
东南卫视,http://123.117.237.15:8680/udp/239.3.1.156:8148,0.93
东南卫视,http://111.196.129.152:20000/udp/239.3.1.156:8148,0.93
东南卫视,http://60.2.190.206:4000/udp/239.253.92.201:6146,0.84
东南卫视,http://114.252.238.87:8000/udp/239.3.1.156:8148,0.75
东南卫视,http://60.10.106.114:555/udp/239.253.92.201:6146,0.7
东南卫视,http://222.129.139.91:8888/udp/239.3.1.156:8148,0.68
东南卫视,http://221.222.162.206:8888/udp/239.3.1.156:8148,0.64
东南卫视,http://114.249.229.24:8888/udp/239.3.1.156:8148,0.62
东南卫视,http://114.252.235.176:8000/udp/239.3.1.156:8148,0.6
东南卫视,http://1.203.111.193:17777/udp/225.1.8.149:8112,0.6
东南卫视,http://115.171.216.225:4000/udp/225.1.8.149:8112,0.59
东南卫视,http://123.113.187.204:8000/udp/239.3.1.156:8148,0.54
东南卫视,http://123.113.237.160:8888/udp/239.3.1.156:8148,0.5
东南卫视,http://111.199.234.10:18888/udp/239.3.1.156:8148,0.5
东方卫视,http://114.249.215.204:9888/udp/239.3.1.136:8032,1.01
东方卫视,http://114.249.230.215:9888/udp/239.3.1.136:8032,1.01
东方卫视,http://114.252.239.133:9876/udp/239.3.1.136:8032,0.99
东方卫视,http://123.117.237.15:8680/udp/239.3.1.136:8032,0.93
东方卫视,http://111.196.129.152:20000/udp/239.3.1.136:8032,0.93
东方卫视,http://60.2.190.206:4000/udp/239.253.92.89:8019,0.84
东方卫视,http://114.252.238.87:8000/udp/239.3.1.136:8032,0.75
东方卫视,http://60.10.106.114:555/udp/239.253.92.89:8019,0.7
东方卫视,http://222.129.139.91:8888/udp/239.3.1.136:8032,0.68
东方卫视,http://221.222.162.206:8888/udp/239.3.1.136:8032,0.64
东方卫视,http://114.249.229.24:8888/udp/239.3.1.136:8032,0.62
东方卫视,http://114.252.235.176:8000/udp/239.3.1.136:8032,0.6
东方卫视,http://1.203.111.193:17777/udp/225.1.8.147:8192,0.6
东方卫视,http://115.171.216.225:4000/udp/225.1.8.147:8192,0.59
东方卫视,http://123.113.187.204:8000/udp/239.3.1.136:8032,0.54
东方卫视,http://123.113.237.160:8888/udp/239.3.1.136:8032,0.5
东方卫视,http://111.199.234.10:18888/udp/239.3.1.136:8032,0.5
云南卫视,http://114.249.215.204:9888/udp/239.3.1.26:8108,1.01
云南卫视,http://114.249.230.215:9888/udp/239.3.1.26:8108,1.01
云南卫视,http://114.252.239.133:9876/udp/239.3.1.26:8108,0.99
云南卫视,http://123.117.237.15:8680/udp/239.3.1.26:8108,0.93
云南卫视,http://111.196.129.152:20000/udp/239.3.1.26:8108,0.93
云南卫视,http://114.252.238.87:8000/udp/239.3.1.26:8108,0.75
云南卫视,http://222.129.139.91:8888/udp/239.3.1.26:8108,0.68
云南卫视,http://221.222.162.206:8888/udp/239.3.1.26:8108,0.64
云南卫视,http://114.249.229.24:8888/udp/239.3.1.26:8108,0.62
云南卫视,http://114.252.235.176:8000/udp/239.3.1.26:8108,0.6
云南卫视,http://1.203.111.193:17777/udp/225.1.8.139:8108,0.6
云南卫视,http://115.171.216.225:4000/udp/225.1.8.139:8108,0.59
云南卫视,http://123.113.187.204:8000/udp/239.3.1.26:8108,0.54
云南卫视,http://123.113.237.160:8888/udp/239.3.1.26:8108,0.5
云南卫视,http://111.199.234.10:18888/udp/239.3.1.26:8108,0.5
兵团卫视,http://114.249.215.204:9888/udp/239.3.1.144:4120,1.01
兵团卫视,http://114.249.215.204:9888/udp/239.3.1.48:8160,1.01
兵团卫视,http://114.249.230.215:9888/udp/239.3.1.144:4120,1.01
兵团卫视,http://114.249.230.215:9888/udp/239.3.1.48:8160,1.01
兵团卫视,http://114.252.239.133:9876/udp/239.3.1.144:4120,0.99
兵团卫视,http://114.252.239.133:9876/udp/239.3.1.48:8160,0.99
兵团卫视,http://123.117.237.15:8680/udp/239.3.1.144:4120,0.93
兵团卫视,http://123.117.237.15:8680/udp/239.3.1.48:8160,0.93
兵团卫视,http://111.196.129.152:20000/udp/239.3.1.144:4120,0.93
兵团卫视,http://111.196.129.152:20000/udp/239.3.1.48:8160,0.93
兵团卫视,http://60.2.190.206:4000/udp/239.253.93.176:6344,0.84
兵团卫视,http://114.252.238.87:8000/udp/239.3.1.144:4120,0.75
兵团卫视,http://114.252.238.87:8000/udp/239.3.1.48:8160,0.75
兵团卫视,http://60.10.106.114:555/udp/239.253.93.176:6344,0.7
兵团卫视,http://222.129.139.91:8888/udp/239.3.1.144:4120,0.68
兵团卫视,http://222.129.139.91:8888/udp/239.3.1.48:8160,0.68
兵团卫视,http://221.222.162.206:8888/udp/239.3.1.144:4120,0.64
兵团卫视,http://221.222.162.206:8888/udp/239.3.1.48:8160,0.64
兵团卫视,http://114.249.229.24:8888/udp/239.3.1.144:4120,0.62
兵团卫视,http://114.249.229.24:8888/udp/239.3.1.48:8160,0.62
兵团卫视,http://114.252.235.176:8000/udp/239.3.1.144:4120,0.6
兵团卫视,http://114.252.235.176:8000/udp/239.3.1.48:8160,0.6
兵团卫视,http://1.203.111.193:17777/udp/225.1.8.161:8160,0.6
兵团卫视,http://1.203.111.193:17777/udp/225.1.8.167:4120,0.6
兵团卫视,http://115.171.216.225:4000/udp/225.1.8.161:8160,0.59
兵团卫视,http://115.171.216.225:4000/udp/225.1.8.167:4120,0.59
兵团卫视,http://123.113.187.204:8000/udp/239.3.1.144:4120,0.54
兵团卫视,http://123.113.187.204:8000/udp/239.3.1.48:8160,0.54
兵团卫视,http://123.113.237.160:8888/udp/239.3.1.144:4120,0.5
兵团卫视,http://123.113.237.160:8888/udp/239.3.1.48:8160,0.5
兵团卫视,http://111.199.234.10:18888/udp/239.3.1.144:4120,0.5
兵团卫视,http://111.199.234.10:18888/udp/239.3.1.48:8160,0.5
北京卫视,http://114.249.215.204:9888/udp/239.3.1.241:8000,1.01
北京卫视,http://114.249.230.215:9888/udp/239.3.1.241:8000,1.01
北京卫视,http://114.252.239.133:9876/udp/239.3.1.241:8000,0.99
北京卫视,http://123.117.237.15:8680/udp/239.3.1.241:8000,0.93
北京卫视,http://111.196.129.152:20000/udp/239.3.1.241:8000,0.93
北京卫视,http://60.2.190.206:4000/udp/239.253.92.87:8014,0.84
北京卫视,http://114.252.238.87:8000/udp/239.3.1.241:8000,0.75
北京卫视,http://60.10.106.114:555/udp/239.253.92.87:8014,0.7
北京卫视,http://222.129.139.91:8888/udp/239.3.1.241:8000,0.68
北京卫视,http://221.222.162.206:8888/udp/239.3.1.241:8000,0.64
北京卫视,http://114.249.229.24:8888/udp/239.3.1.241:8000,0.62
北京卫视,http://114.252.235.176:8000/udp/239.3.1.241:8000,0.6
北京卫视,http://1.203.111.193:17777/udp/225.1.8.121:8002,0.6
北京卫视,http://1.203.111.193:17777/udp/225.1.8.21:8002,0.6
北京卫视,http://115.171.216.225:4000/udp/225.1.8.121:8002,0.59
北京卫视,http://115.171.216.225:4000/udp/225.1.8.21:8002,0.59
北京卫视,http://123.113.187.204:8000/udp/239.3.1.241:8000,0.54
北京卫视,http://123.113.237.160:8888/udp/239.3.1.241:8000,0.5
北京卫视,http://111.199.234.10:18888/udp/239.3.1.241:8000,0.5
南方卫视,http://1.203.111.193:17777/udp/225.1.8.225:5008,0.6
南方卫视,http://115.171.216.225:4000/udp/225.1.8.225:5008,0.59
厦门卫视,http://114.249.215.204:9888/udp/239.3.1.143:4120,1.01
厦门卫视,http://114.249.230.215:9888/udp/239.3.1.143:4120,1.01
厦门卫视,http://114.252.239.133:9876/udp/239.3.1.143:4120,0.99
厦门卫视,http://123.117.237.15:8680/udp/239.3.1.143:4120,0.93
厦门卫视,http://111.196.129.152:20000/udp/239.3.1.143:4120,0.93
厦门卫视,http://114.252.238.87:8000/udp/239.3.1.143:4120,0.75
厦门卫视,http://222.129.139.91:8888/udp/239.3.1.143:4120,0.68
厦门卫视,http://221.222.162.206:8888/udp/239.3.1.143:4120,0.64
厦门卫视,http://114.249.229.24:8888/udp/239.3.1.143:4120,0.62
厦门卫视,http://114.252.235.176:8000/udp/239.3.1.143:4120,0.6
厦门卫视,http://1.203.111.193:17777/udp/225.1.8.166:4120,0.6
厦门卫视,http://115.171.216.225:4000/udp/225.1.8.166:4120,0.59
厦门卫视,http://123.113.187.204:8000/udp/239.3.1.143:4120,0.54
厦门卫视,http://123.113.237.160:8888/udp/239.3.1.143:4120,0.5
厦门卫视,http://111.199.234.10:18888/udp/239.3.1.143:4120,0.5
吉林卫视,http://114.249.215.204:9888/udp/239.3.1.240:8172,1.01
吉林卫视,http://114.249.230.215:9888/udp/239.3.1.240:8172,1.01
吉林卫视,http://114.252.239.133:9876/udp/239.3.1.240:8172,0.99
吉林卫视,http://123.117.237.15:8680/udp/239.3.1.240:8172,0.93
吉林卫视,http://111.196.129.152:20000/udp/239.3.1.240:8172,0.93
吉林卫视,http://60.2.190.206:4000/udp/239.253.92.202:6147,0.84
吉林卫视,http://114.252.238.87:8000/udp/239.3.1.240:8172,0.75
吉林卫视,http://60.10.106.114:555/udp/239.253.92.202:6147,0.7
吉林卫视,http://222.129.139.91:8888/udp/239.3.1.240:8172,0.68
吉林卫视,http://221.222.162.206:8888/udp/239.3.1.240:8172,0.64
吉林卫视,http://114.249.229.24:8888/udp/239.3.1.240:8172,0.62
吉林卫视,http://114.252.235.176:8000/udp/239.3.1.240:8172,0.6
吉林卫视,http://1.203.111.193:17777/udp/225.1.8.153:8200,0.6
吉林卫视,http://115.171.216.225:4000/udp/225.1.8.153:8200,0.59
吉林卫视,http://123.113.187.204:8000/udp/239.3.1.240:8172,0.54
吉林卫视,http://123.113.237.160:8888/udp/239.3.1.240:8172,0.5
吉林卫视,http://111.199.234.10:18888/udp/239.3.1.240:8172,0.5
四川卫视,http://114.249.215.204:9888/udp/239.3.1.29:8288,1.01
四川卫视,http://114.249.230.215:9888/udp/239.3.1.29:8288,1.01
四川卫视,http://114.252.239.133:9876/udp/239.3.1.29:8288,0.99
四川卫视,http://123.117.237.15:8680/udp/239.3.1.29:8288,0.93
四川卫视,http://111.196.129.152:20000/udp/239.3.1.29:8288,0.93
四川卫视,http://60.2.190.206:4000/udp/239.253.92.16:6043,0.84
四川卫视,http://114.252.238.87:8000/udp/239.3.1.29:8288,0.75
四川卫视,http://60.10.106.114:555/udp/239.253.92.16:6043,0.7
四川卫视,http://222.129.139.91:8888/udp/239.3.1.29:8288,0.68
四川卫视,http://221.222.162.206:8888/udp/239.3.1.29:8288,0.64
四川卫视,http://114.249.229.24:8888/udp/239.3.1.29:8288,0.62
四川卫视,http://114.252.235.176:8000/udp/239.3.1.29:8288,0.6
四川卫视,http://1.203.111.193:17777/udp/225.1.8.142:8288,0.6
四川卫视,http://115.171.216.225:4000/udp/225.1.8.142:8288,0.59
四川卫视,http://123.113.187.204:8000/udp/239.3.1.29:8288,0.54
四川卫视,http://123.113.237.160:8888/udp/239.3.1.29:8288,0.5
四川卫视,http://111.199.234.10:18888/udp/239.3.1.29:8288,0.5
天津卫视,http://114.249.215.204:9888/udp/239.3.1.141:1234,1.01
天津卫视,http://114.249.230.215:9888/udp/239.3.1.141:1234,1.01
天津卫视,http://114.252.239.133:9876/udp/239.3.1.141:1234,0.99
天津卫视,http://123.117.237.15:8680/udp/239.3.1.141:1234,0.93
天津卫视,http://111.196.129.152:20000/udp/239.3.1.141:1234,0.93
天津卫视,http://60.2.190.206:4000/udp/239.253.92.91:8021,0.84
天津卫视,http://114.252.238.87:8000/udp/239.3.1.141:1234,0.75
天津卫视,http://60.10.106.114:555/udp/239.253.92.91:8021,0.7
天津卫视,http://222.129.139.91:8888/udp/239.3.1.141:1234,0.68
天津卫视,http://221.222.162.206:8888/udp/239.3.1.141:1234,0.64
天津卫视,http://114.249.229.24:8888/udp/239.3.1.141:1234,0.62
天津卫视,http://114.252.235.176:8000/udp/239.3.1.141:1234,0.6
天津卫视,http://1.203.111.193:17777/udp/225.1.8.136:8144,0.6
天津卫视,http://115.171.216.225:4000/udp/225.1.8.136:8144,0.59
天津卫视,http://123.113.187.204:8000/udp/239.3.1.141:1234,0.54
天津卫视,http://123.113.237.160:8888/udp/239.3.1.141:1234,0.5
天津卫视,http://111.199.234.10:18888/udp/239.3.1.141:1234,0.5
宁夏卫视,http://114.249.215.204:9888/udp/239.3.1.46:8124,1.01
宁夏卫视,http://114.249.230.215:9888/udp/239.3.1.46:8124,1.01
宁夏卫视,http://114.252.239.133:9876/udp/239.3.1.46:8124,0.99
宁夏卫视,http://123.117.237.15:8680/udp/239.3.1.46:8124,0.93
宁夏卫视,http://111.196.129.152:20000/udp/239.3.1.46:8124,0.93
宁夏卫视,http://114.252.238.87:8000/udp/239.3.1.46:8124,0.75
宁夏卫视,http://222.129.139.91:8888/udp/239.3.1.46:8124,0.68
宁夏卫视,http://221.222.162.206:8888/udp/239.3.1.46:8124,0.64
宁夏卫视,http://114.249.229.24:8888/udp/239.3.1.46:8124,0.62
宁夏卫视,http://114.252.235.176:8000/udp/239.3.1.46:8124,0.6
宁夏卫视,http://1.203.111.193:17777/udp/225.1.8.159:8124,0.6
宁夏卫视,http://115.171.216.225:4000/udp/225.1.8.159:8124,0.59
宁夏卫视,http://123.113.187.204:8000/udp/239.3.1.46:8124,0.54
宁夏卫视,http://123.113.237.160:8888/udp/239.3.1.46:8124,0.5
宁夏卫视,http://111.199.234.10:18888/udp/239.3.1.46:8124,0.5
安徽卫视,http://114.249.215.204:9888/udp/239.3.1.211:8064,1.01
安徽卫视,http://114.249.230.215:9888/udp/239.3.1.211:8064,1.01
安徽卫视,http://114.252.239.133:9876/udp/239.3.1.211:8064,0.99
安徽卫视,http://123.117.237.15:8680/udp/239.3.1.211:8064,0.93
安徽卫视,http://111.196.129.152:20000/udp/239.3.1.211:8064,0.93
安徽卫视,http://60.2.190.206:4000/udp/239.253.92.209:6566,0.84
安徽卫视,http://114.252.238.87:8000/udp/239.3.1.211:8064,0.75
安徽卫视,http://60.10.106.114:555/udp/239.253.92.209:6566,0.7
安徽卫视,http://222.129.139.91:8888/udp/239.3.1.211:8064,0.68
安徽卫视,http://221.222.162.206:8888/udp/239.3.1.211:8064,0.64
安徽卫视,http://114.249.229.24:8888/udp/239.3.1.211:8064,0.62
安徽卫视,http://114.252.235.176:8000/udp/239.3.1.211:8064,0.6
安徽卫视,http://1.203.111.193:17777/udp/225.1.8.135:8272,0.6
安徽卫视,http://115.171.216.225:4000/udp/225.1.8.135:8272,0.59
安徽卫视,http://123.113.187.204:8000/udp/239.3.1.211:8064,0.54
安徽卫视,http://123.113.237.160:8888/udp/239.3.1.211:8064,0.5
安徽卫视,http://111.199.234.10:18888/udp/239.3.1.211:8064,0.5
山东卫视,http://114.249.215.204:9888/udp/239.3.1.209:8052,1.01
山东卫视,http://114.249.230.215:9888/udp/239.3.1.209:8052,1.01
山东卫视,http://114.252.239.133:9876/udp/239.3.1.209:8052,0.99
山东卫视,http://123.117.237.15:8680/udp/239.3.1.209:8052,0.93
山东卫视,http://111.196.129.152:20000/udp/239.3.1.209:8052,0.93
山东卫视,http://60.2.190.206:4000/udp/239.253.92.207:8109,0.84
山东卫视,http://114.252.238.87:8000/udp/239.3.1.209:8052,0.75
山东卫视,http://60.10.106.114:555/udp/239.253.92.207:8109,0.7
山东卫视,http://222.129.139.91:8888/udp/239.3.1.209:8052,0.68
山东卫视,http://221.222.162.206:8888/udp/239.3.1.209:8052,0.64
山东卫视,http://114.249.229.24:8888/udp/239.3.1.209:8052,0.62
山东卫视,http://114.252.235.176:8000/udp/239.3.1.209:8052,0.6
山东卫视,http://1.203.111.193:17777/udp/225.1.8.138:8148,0.6
山东卫视,http://115.171.216.225:4000/udp/225.1.8.138:8148,0.59
山东卫视,http://123.113.187.204:8000/udp/239.3.1.209:8052,0.54
山东卫视,http://123.113.237.160:8888/udp/239.3.1.209:8052,0.5
山东卫视,http://111.199.234.10:18888/udp/239.3.1.209:8052,0.5
山西卫视,http://114.249.215.204:9888/udp/239.3.1.42:8172,1.01
山西卫视,http://114.249.230.215:9888/udp/239.3.1.42:8172,1.01
山西卫视,http://114.252.239.133:9876/udp/239.3.1.42:8172,0.99
山西卫视,http://123.117.237.15:8680/udp/239.3.1.42:8172,0.93
山西卫视,http://111.196.129.152:20000/udp/239.3.1.42:8172,0.93
山西卫视,http://114.252.238.87:8000/udp/239.3.1.42:8172,0.75
山西卫视,http://222.129.139.91:8888/udp/239.3.1.42:8172,0.68
山西卫视,http://221.222.162.206:8888/udp/239.3.1.42:8172,0.64
山西卫视,http://114.249.229.24:8888/udp/239.3.1.42:8172,0.62
山西卫视,http://114.252.235.176:8000/udp/239.3.1.42:8172,0.6
山西卫视,http://1.203.111.193:17777/udp/225.1.8.155:8172,0.6
山西卫视,http://115.171.216.225:4000/udp/225.1.8.155:8172,0.59
山西卫视,http://123.113.187.204:8000/udp/239.3.1.42:8172,0.54
山西卫视,http://123.113.237.160:8888/udp/239.3.1.42:8172,0.5
山西卫视,http://111.199.234.10:18888/udp/239.3.1.42:8172,0.5
广东卫视,http://114.249.215.204:9888/udp/239.3.1.142:8048,1.01
广东卫视,http://114.249.230.215:9888/udp/239.3.1.142:8048,1.01
广东卫视,http://114.252.239.133:9876/udp/239.3.1.142:8048,0.99
广东卫视,http://123.117.237.15:8680/udp/239.3.1.142:8048,0.93
广东卫视,http://111.196.129.152:20000/udp/239.3.1.142:8048,0.93
广东卫视,http://60.2.190.206:4000/udp/239.253.92.206:8108,0.84
广东卫视,http://114.252.238.87:8000/udp/239.3.1.142:8048,0.75
广东卫视,http://60.10.106.114:555/udp/239.253.92.206:8108,0.7
广东卫视,http://222.129.139.91:8888/udp/239.3.1.142:8048,0.68
广东卫视,http://221.222.162.206:8888/udp/239.3.1.142:8048,0.64
广东卫视,http://114.249.229.24:8888/udp/239.3.1.142:8048,0.62
广东卫视,http://114.252.235.176:8000/udp/239.3.1.142:8048,0.6
广东卫视,http://1.203.111.193:17777/udp/225.1.8.151:8132,0.6
广东卫视,http://115.171.216.225:4000/udp/225.1.8.151:8132,0.59
广东卫视,http://123.113.187.204:8000/udp/239.3.1.142:8048,0.54
广东卫视,http://123.113.237.160:8888/udp/239.3.1.142:8048,0.5
广东卫视,http://111.199.234.10:18888/udp/239.3.1.142:8048,0.5
广西卫视,http://114.249.215.204:9888/udp/239.3.1.39:8300,1.01
广西卫视,http://114.249.230.215:9888/udp/239.3.1.39:8300,1.01
广西卫视,http://114.252.239.133:9876/udp/239.3.1.39:8300,0.99
广西卫视,http://123.117.237.15:8680/udp/239.3.1.39:8300,0.93
广西卫视,http://111.196.129.152:20000/udp/239.3.1.39:8300,0.93
广西卫视,http://60.2.190.206:4000/udp/239.253.92.76:8043,0.84
广西卫视,http://114.252.238.87:8000/udp/239.3.1.39:8300,0.75
广西卫视,http://60.10.106.114:555/udp/239.253.92.76:8043,0.7
广西卫视,http://222.129.139.91:8888/udp/239.3.1.39:8300,0.68
广西卫视,http://221.222.162.206:8888/udp/239.3.1.39:8300,0.64
广西卫视,http://114.249.229.24:8888/udp/239.3.1.39:8300,0.62
广西卫视,http://114.252.235.176:8000/udp/239.3.1.39:8300,0.6
广西卫视,http://1.203.111.193:17777/udp/225.1.8.152:8300,0.6
广西卫视,http://115.171.216.225:4000/udp/225.1.8.152:8300,0.59
广西卫视,http://123.113.187.204:8000/udp/239.3.1.39:8300,0.54
广西卫视,http://123.113.237.160:8888/udp/239.3.1.39:8300,0.5
广西卫视,http://111.199.234.10:18888/udp/239.3.1.39:8300,0.5
江苏卫视,http://114.249.215.204:9888/udp/239.3.1.135:8028,1.01
江苏卫视,http://114.249.230.215:9888/udp/239.3.1.135:8028,1.01
江苏卫视,http://114.252.239.133:9876/udp/239.3.1.135:8028,0.99
江苏卫视,http://123.117.237.15:8680/udp/239.3.1.135:8028,0.93
江苏卫视,http://111.196.129.152:20000/udp/239.3.1.135:8028,0.93
江苏卫视,http://60.2.190.206:4000/udp/239.253.92.88:8018,0.84
江苏卫视,http://114.252.238.87:8000/udp/239.3.1.135:8028,0.75
江苏卫视,http://60.10.106.114:555/udp/239.253.92.88:8018,0.7
江苏卫视,http://222.129.139.91:8888/udp/239.3.1.135:8028,0.68
江苏卫视,http://221.222.162.206:8888/udp/239.3.1.135:8028,0.64
江苏卫视,http://114.249.229.24:8888/udp/239.3.1.135:8028,0.62
江苏卫视,http://114.252.235.176:8000/udp/239.3.1.135:8028,0.6
江苏卫视,http://1.203.111.193:17777/udp/225.1.8.134:8276,0.6
江苏卫视,http://115.171.216.225:4000/udp/225.1.8.134:8276,0.59
江苏卫视,http://123.113.187.204:8000/udp/239.3.1.135:8028,0.54
江苏卫视,http://123.113.237.160:8888/udp/239.3.1.135:8028,0.5
江苏卫视,http://111.199.234.10:18888/udp/239.3.1.135:8028,0.5
江西卫视,http://114.249.215.204:9888/udp/239.3.1.123:8164,1.01
江西卫视,http://114.249.230.215:9888/udp/239.3.1.123:8164,1.01
江西卫视,http://114.252.239.133:9876/udp/239.3.1.123:8164,0.99
江西卫视,http://123.117.237.15:8680/udp/239.3.1.123:8164,0.93
江西卫视,http://111.196.129.152:20000/udp/239.3.1.123:8164,0.93
江西卫视,http://60.2.190.206:4000/udp/239.253.92.19:6145,0.84
江西卫视,http://114.252.238.87:8000/udp/239.3.1.123:8164,0.75
江西卫视,http://60.10.106.114:555/udp/239.253.92.19:6145,0.7
江西卫视,http://222.129.139.91:8888/udp/239.3.1.123:8164,0.68
江西卫视,http://221.222.162.206:8888/udp/239.3.1.123:8164,0.64
江西卫视,http://114.249.229.24:8888/udp/239.3.1.123:8164,0.62
江西卫视,http://114.252.235.176:8000/udp/239.3.1.123:8164,0.6
江西卫视,http://1.203.111.193:17777/udp/225.1.1.9:8164,0.6
江西卫视,http://115.171.216.225:4000/udp/225.1.1.9:8164,0.59
江西卫视,http://123.113.187.204:8000/udp/239.3.1.123:8164,0.54
江西卫视,http://123.113.237.160:8888/udp/239.3.1.123:8164,0.5
江西卫视,http://111.199.234.10:18888/udp/239.3.1.123:8164,0.5
河北卫视,http://114.249.215.204:9888/udp/239.3.1.148:8072,1.01
河北卫视,http://114.249.230.215:9888/udp/239.3.1.148:8072,1.01
河北卫视,http://114.252.239.133:9876/udp/239.3.1.148:8072,0.99
河北卫视,http://123.117.237.15:8680/udp/239.3.1.148:8072,0.93
河北卫视,http://111.196.129.152:20000/udp/239.3.1.148:8072,0.93
河北卫视,http://60.2.190.206:4000/udp/239.253.92.154:6011,0.84
河北卫视,http://114.252.238.87:8000/udp/239.3.1.148:8072,0.75
河北卫视,http://60.10.106.114:555/udp/239.253.92.154:6011,0.7
河北卫视,http://222.129.139.91:8888/udp/239.3.1.148:8072,0.68
河北卫视,http://221.222.162.206:8888/udp/239.3.1.148:8072,0.64
河北卫视,http://114.249.229.24:8888/udp/239.3.1.148:8072,0.62
河北卫视,http://114.252.235.176:8000/udp/239.3.1.148:8072,0.6
河北卫视,http://1.203.111.193:17777/udp/225.1.8.150:8292,0.6
河北卫视,http://115.171.216.225:4000/udp/225.1.8.150:8292,0.59
河北卫视,http://123.113.187.204:8000/udp/239.3.1.148:8072,0.54
河北卫视,http://123.113.237.160:8888/udp/239.3.1.148:8072,0.5
河北卫视,http://111.199.234.10:18888/udp/239.3.1.148:8072,0.5
河南卫视,http://114.249.215.204:9888/udp/239.3.1.27:8128,1.01
河南卫视,http://114.249.230.215:9888/udp/239.3.1.27:8128,1.01
河南卫视,http://114.252.239.133:9876/udp/239.3.1.27:8128,0.99
河南卫视,http://123.117.237.15:8680/udp/239.3.1.27:8128,0.93
河南卫视,http://111.196.129.152:20000/udp/239.3.1.27:8128,0.93
河南卫视,http://60.2.190.206:4000/udp/239.253.92.137:6144,0.84
河南卫视,http://114.252.238.87:8000/udp/239.3.1.27:8128,0.75
河南卫视,http://60.10.106.114:555/udp/239.253.92.137:6144,0.7
河南卫视,http://222.129.139.91:8888/udp/239.3.1.27:8128,0.68
河南卫视,http://221.222.162.206:8888/udp/239.3.1.27:8128,0.64
河南卫视,http://114.249.229.24:8888/udp/239.3.1.27:8128,0.62
河南卫视,http://114.252.235.176:8000/udp/239.3.1.27:8128,0.6
河南卫视,http://1.203.111.193:17777/udp/225.1.8.140:8128,0.6
河南卫视,http://115.171.216.225:4000/udp/225.1.8.140:8128,0.59
河南卫视,http://123.113.187.204:8000/udp/239.3.1.27:8128,0.54
河南卫视,http://123.113.237.160:8888/udp/239.3.1.27:8128,0.5
河南卫视,http://111.199.234.10:18888/udp/239.3.1.27:8128,0.5
浙江卫视,http://114.249.215.204:9888/udp/239.3.1.137:8036,1.01
浙江卫视,http://114.249.230.215:9888/udp/239.3.1.137:8036,1.01
浙江卫视,http://114.252.239.133:9876/udp/239.3.1.137:8036,0.99
浙江卫视,http://123.117.237.15:8680/udp/239.3.1.137:8036,0.93
浙江卫视,http://111.196.129.152:20000/udp/239.3.1.137:8036,0.93
浙江卫视,http://60.2.190.206:4000/udp/239.253.92.90:8020,0.84
浙江卫视,http://114.252.238.87:8000/udp/239.3.1.137:8036,0.75
浙江卫视,http://60.10.106.114:555/udp/239.253.92.90:8020,0.7
浙江卫视,http://222.129.139.91:8888/udp/239.3.1.137:8036,0.68
浙江卫视,http://221.222.162.206:8888/udp/239.3.1.137:8036,0.64
